solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
GUROBI;9Cap40.txt;600;18,99;0;7890,0;1931,1;1931,1;200;7146;14192;200;7146;14192;856,0;5514,1;856,0;1784,07043;2201,3;0,0;250;461;17;27;;106;39;2;250;461;17;27;;;106;39;2;250;461;17;27;;;;106;39;2;250;461;17;27;;106;39;2
CBC;9Cap40.txt;600;449,47;0;13536;1931,1;1931,1;200;7146;14192;200;7146;14192;1813,5918;6734,3;1813,5918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap50.txt;120;12,73;0;7157,0;1915,7;1915,554373;200;7146;14192;200;6512;12924;0,0;118792,7;0,0;1801,1674;2104,1;3,4;325;607;18;4;;69;;12;325;607;18;4;;;69;;12;325;607;18;4;;;;69;;12;325;607;18;4;;69;;12
GUROBI;9Cap50.txt;120;17,05;0;9749,0;1915,7;1915,7;200;7146;14192;200;7146;14192;747,3;5557,9;747,3;1772,58977;2218,0;0,0;297;433;12;32;;118;41;2;297;433;12;32;;;118;41;2;297;433;12;32;;;;118;41;2;297;433;12;32;;118;41;2
CBC;9Cap50.txt;120;119,88;7,607224588229259;4388;1948,9;1800,6428;200;7146;14192;200;7146;14192;1800,6428;6909,7;1800,6428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap50.txt;300;12,55;0;7157,0;1915,7;1915,554373;200;7146;14192;200;6512;12924;0,0;118792,7;0,0;1801,1674;2104,1;3,28;325;607;18;4;;69;;12;325;607;18;4;;;69;;12;325;607;18;4;;;;69;;12;325;607;18;4;;69;;12
GUROBI;9Cap50.txt;300;17,09;0;9749,0;1915,7;1915,7;200;7146;14192;200;7146;14192;747,3;5557,9;747,3;1772,58977;2218,0;0,0;297;433;12;32;;118;41;2;297;433;12;32;;;118;41;2;297;433;12;32;;;;118;41;2;297;433;12;32;;118;41;2
CBC;9Cap50.txt;300;299,83;7,607224588229259;10251;1948,9;1800,6428;200;7146;14192;200;7146;14192;1800,6428;6909,7;1800,6428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;9Cap50.txt;600;12,66;0;7157,0;1915,7;1915,554373;200;7146;14192;200;6512;12924;0,0;118792,7;0,0;1801,1674;2104,1;3,31;325;607;18;4;;69;;12;325;607;18;4;;;69;;12;325;607;18;4;;;;69;;12;325;607;18;4;;69;;12
GUROBI;9Cap50.txt;600;17,07;0;9749,0;1915,7;1915,7;200;7146;14192;200;7146;14192;747,3;5557,9;747,3;1772,58977;2218,0;0,0;297;433;12;32;;118;41;2;297;433;12;32;;;118;41;2;297;433;12;32;;;;118;41;2;297;433;12;32;;118;41;2
CBC;9Cap50.txt;600;388,13;0;11872;1915,7;1915,7;200;7146;14192;200;7146;14192;1800,6428;6909,7;1800,6428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap10.txt;120;11,37;0;8205,0;3029,3;3029,0092464;200;6994;13888;200;3393;6686;0,0;35842,6;0,0;2995,488;3217,4;1,42;104;389;3;9;;54;;52;104;389;3;9;;;54;;52;104;389;3;9;;;;54;;52;104;389;3;9;;54;;52
GUROBI;10Cap10.txt;120;16,34;0;8606,0;3029,3;3029,3;200;6994;13888;200;6994;13888;2197,8;7658,0;2197,8;2953,48053;3168,8;0,0;51;175;134;26;;162;38;12;51;175;134;26;;;162;38;12;51;175;134;26;;;;162;38;12;51;175;134;26;;162;38;12
CBC;10Cap10.txt;120;119,92;2,529786746159135;5770;3052,7;2975,4732;200;6994;13888;200;6994;13888;2975,4732;6915,5;2975,4732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap10.txt;300;11,26;0;8205,0;3029,3;3029,0092464;200;6994;13888;200;3393;6686;0,0;35842,6;0,0;2995,488;3217,4;1,43;104;389;3;9;;54;;52;104;389;3;9;;;54;;52;104;389;3;9;;;;54;;52;104;389;3;9;;54;;52
GUROBI;10Cap10.txt;300;16,39;0;8606,0;3029,3;3029,3;200;6994;13888;200;6994;13888;2197,8;7658,0;2197,8;2953,48053;3168,8;0,0;51;175;134;26;;162;38;12;51;175;134;26;;;162;38;12;51;175;134;26;;;;162;38;12;51;175;134;26;;162;38;12
CBC;10Cap10.txt;300;299,8;1,1164444590034963;12849;3052,7;3018,6183;200;6994;13888;200;6994;13888;2975,4732;6915,5;2975,4732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap10.txt;600;11,27;0;8205,0;3029,3;3029,0092464;200;6994;13888;200;3393;6686;0,0;35842,6;0,0;2995,488;3217,4;1,45;104;389;3;9;;54;;52;104;389;3;9;;;54;;52;104;389;3;9;;;;54;;52;104;389;3;9;;54;;52
GUROBI;10Cap10.txt;600;16,4;0;8606,0;3029,3;3029,3;200;6994;13888;200;6994;13888;2197,8;7658,0;2197,8;2953,48053;3168,8;0,0;51;175;134;26;;162;38;12;51;175;134;26;;;162;38;12;51;175;134;26;;;;162;38;12;51;175;134;26;;162;38;12
CBC;10Cap10.txt;600;441,41;0;19045;3029,3;3029,3;200;6994;13888;200;6994;13888;2975,4732;6915,5;2975,4732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap20.txt;120;21,58;0;18184,0;2240,4;2240,1795728;200;6994;13888;200;6994;13888;0,0;57392,2;0,0;2158,3067;2457,7;2,28;158;701;14;8;;82;;43;158;701;14;8;;;82;;43;158;701;14;8;;;;82;;43;158;701;14;8;;82;;43
GUROBI;10Cap20.txt;120;75,39;0;50901,0;2240,4;2240,4;200;6994;13888;200;6994;13888;1357,7;6925,6;1357,7;2142,39383;2451,9;0,0;115;244;118;23;;162;52;8;115;244;118;23;;;162;52;8;115;244;118;23;;;;162;52;8;115;244;118;23;;162;52;8
CBC;10Cap20.txt;120;119,92;5,81574982480728;5060;2283,2;2150,4148;200;6994;13888;200;6994;13888;2150,4148;5905,6;2150,4148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap20.txt;300;21,85;0;18184,0;2240,4;2240,1795728;200;6994;13888;200;6994;13888;0,0;57392,2;0,0;2158,3067;2457,7;2,2;158;701;14;8;;82;;43;158;701;14;8;;;82;;43;158;701;14;8;;;;82;;43;158;701;14;8;;82;;43
GUROBI;10Cap20.txt;300;75,7;0;50901,0;2240,4;2240,4;200;6994;13888;200;6994;13888;1357,7;6925,6;1357,7;2142,39383;2451,9;0,0;115;244;118;23;;162;52;8;115;244;118;23;;;162;52;8;115;244;118;23;;;;162;52;8;115;244;118;23;;162;52;8
CBC;10Cap20.txt;300;299,91;3,064990960003515;11405;2267,7;2198,1952;200;6994;13888;200;6994;13888;2150,4148;5905,6;2150,4148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap20.txt;600;21,52;0;18184,0;2240,4;2240,1795728;200;6994;13888;200;6994;13888;0,0;57392,2;0,0;2158,3067;2457,7;2,24;158;701;14;8;;82;;43;158;701;14;8;;;82;;43;158;701;14;8;;;;82;;43;158;701;14;8;;82;;43
GUROBI;10Cap20.txt;600;75,35;0;50901,0;2240,4;2240,4;200;6994;13888;200;6994;13888;1357,7;6925,6;1357,7;2142,39383;2451,9;0,0;115;244;118;23;;162;52;8;115;244;118;23;;;162;52;8;115;244;118;23;;;;162;52;8;115;244;118;23;;162;52;8
CBC;10Cap20.txt;600;599,77;0,40590073201214516;19728;2240,4;2231,3062;200;6994;13888;200;6994;13888;2150,4148;5905,6;2150,4148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap30.txt;120;72,33;0;55441,0;2062,5;2062,2984762;200;6994;13888;200;6230;12360;0,0;78389,7;0,0;1930,7013;2222,7;2,62;212;752;14;7;;48;;25;212;752;14;7;;;48;;25;212;752;14;7;;;;48;;25;212;752;14;7;;48;;25
GUROBI;10Cap30.txt;120;53,31;0;50464,0;2062,5;2062,5;200;6994;13888;200;6994;13888;1043,4;6339,6;1043,4;1904,62005;2465,0;1,0;196;427;24;23;;106;31;7;196;427;24;23;;;106;31;7;196;427;24;23;;;;106;31;7;196;427;24;23;;106;31;7
CBC;10Cap30.txt;120;119,94;7,288443930412984;4317;2075,1;1923,8575;200;6994;13888;200;6994;13888;1923,8575;5935,7;1923,8575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap30.txt;300;72,84;0;55441,0;2062,5;2062,2984762;200;6994;13888;200;6230;12360;0,0;78389,7;0,0;1930,7013;2222,7;2,53;212;752;14;7;;48;;25;212;752;14;7;;;48;;25;212;752;14;7;;;;48;;25;212;752;14;7;;48;;25
GUROBI;10Cap30.txt;300;53,32;0;50464,0;2062,5;2062,5;200;6994;13888;200;6994;13888;1043,4;6339,6;1043,4;1904,62005;2465,0;1,0;196;427;24;23;;106;31;7;196;427;24;23;;;106;31;7;196;427;24;23;;;;106;31;7;196;427;24;23;;106;31;7
CBC;10Cap30.txt;300;299,85;6,307151515151517;11010;2062,5;1932,415;200;6994;13888;200;6994;13888;1923,8575;5935,7;1923,8575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap30.txt;600;72,45;0;55441,0;2062,5;2062,2984762;200;6994;13888;200;6230;12360;0,0;78389,7;0,0;1930,7013;2222,7;2,56;212;752;14;7;;48;;25;212;752;14;7;;;48;;25;212;752;14;7;;;;48;;25;212;752;14;7;;48;;25
GUROBI;10Cap30.txt;600;53,2;0;50464,0;2062,5;2062,5;200;6994;13888;200;6994;13888;1043,4;6339,6;1043,4;1904,62005;2465,0;1,0;196;427;24;23;;106;31;7;196;427;24;23;;;106;31;7;196;427;24;23;;;;106;31;7;196;427;24;23;;106;31;7
CBC;10Cap30.txt;600;599,73;0,18101333333333694;20795;2062,5;2058,7666;200;6994;13888;200;6994;13888;1923,8575;5935,7;1923,8575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap40.txt;120;12,81;0;6450,0;1989,9;1989,7087309;200;6994;13888;200;6786;13472;0,0;98965,4;0,0;1882,2465;2189,7;2,79;267;666;8;9;;69;;20;267;666;8;9;;;69;;20;267;666;8;9;;;;69;;20;267;666;8;9;;69;;20
GUROBI;10Cap40.txt;120;17,35;0;9400,0;1989,89993098;1989,89993098;200;6994;13888;200;6994;13888;872,4;6656,9;872,4;1846,06568;2402,7;0,0;237;418;12;22;;132;30;3;237;418;12;22;;;132;30;3;237;418;12;22;;;;132;30;3;237;418;12;22;;132;30;3
CBC;10Cap40.txt;120;119,83;7,498087042045736;4346;2033,5;1881,0264;200;6994;13888;200;6994;13888;1881,0264;5748,7;1881,0264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap40.txt;300;12,78;0;6450,0;1989,9;1989,7087309;200;6994;13888;200;6786;13472;0,0;98965,4;0,0;1882,2465;2189,7;2,8;267;666;8;9;;69;;20;267;666;8;9;;;69;;20;267;666;8;9;;;;69;;20;267;666;8;9;;69;;20
GUROBI;10Cap40.txt;300;17,36;0;9400,0;1989,89993098;1989,89993098;200;6994;13888;200;6994;13888;872,4;6656,9;872,4;1846,06568;2402,7;0,0;237;418;12;22;;132;30;3;237;418;12;22;;;132;30;3;237;418;12;22;;;;132;30;3;237;418;12;22;;132;30;3
CBC;10Cap40.txt;300;278,0;0;9066;1989,9;1989,9;200;6994;13888;200;6994;13888;1881,0264;5748,7;1881,0264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap40.txt;600;12,78;0;6450,0;1989,9;1989,7087309;200;6994;13888;200;6786;13472;0,0;98965,4;0,0;1882,2465;2189,7;2,8;267;666;8;9;;69;;20;267;666;8;9;;;69;;20;267;666;8;9;;;;69;;20;267;666;8;9;;69;;20
GUROBI;10Cap40.txt;600;17,3;0;9400,0;1989,89993098;1989,89993098;200;6994;13888;200;6994;13888;872,4;6656,9;872,4;1846,06568;2402,7;0,0;237;418;12;22;;132;30;3;237;418;12;22;;;132;30;3;237;418;12;22;;;;132;30;3;237;418;12;22;;132;30;3
CBC;10Cap40.txt;600;278,5;0;9066;1989,9;1989,9;200;6994;13888;200;6994;13888;1881,0264;5748,7;1881,0264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap50.txt;120;13,82;0;6191,0;1989,9;1989,7801741;200;6994;13888;200;6890;13680;0,0;118779,6;0,0;1879,6428;2007,5;3,46;301;613;9;9;;77;;28;301;613;9;9;;;77;;28;301;613;9;9;;;;77;;28;301;613;9;9;;77;;28
GUROBI;10Cap50.txt;120;19,71;0;12118,0;1989,9;1989,9;200;6994;13888;200;6994;13888;762,5;6458,0;762,5;1851,2561;2338,3;0,0;259;461;16;32;;103;51;;259;461;16;32;;;103;51;;259;461;16;32;;;;103;51;;259;461;16;32;;103;51;
CBC;10Cap50.txt;120;119,93;9,145104962755154;3932;2067,4;1878,3341;200;6994;13888;200;6994;13888;1878,3341;5929,9;1878,3341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap50.txt;300;13,85;0;6191,0;1989,9;1989,7801741;200;6994;13888;200;6890;13680;0,0;118779,6;0,0;1879,6428;2007,5;3,44;301;613;9;9;;77;;28;301;613;9;9;;;77;;28;301;613;9;9;;;;77;;28;301;613;9;9;;77;;28
GUROBI;10Cap50.txt;300;19,65;0;12118,0;1989,9;1989,9;200;6994;13888;200;6994;13888;762,5;6458,0;762,5;1851,2561;2338,3;0,0;259;461;16;32;;103;51;;259;461;16;32;;;103;51;;259;461;16;32;;;;103;51;;259;461;16;32;;103;51;
CBC;10Cap50.txt;300;299,82;8,774448761534725;10875;2059,0;1878,3341;200;6994;13888;200;6994;13888;1878,3341;5929,9;1878,3341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;10Cap50.txt;600;13,88;0;6191,0;1989,9;1989,7801741;200;6994;13888;200;6890;13680;0,0;118779,6;0,0;1879,6428;2007,5;3,49;301;613;9;9;;77;;28;301;613;9;9;;;77;;28;301;613;9;9;;;;77;;28;301;613;9;9;;77;;28
GUROBI;10Cap50.txt;600;19,63;0;12118,0;1989,9;1989,9;200;6994;13888;200;6994;13888;762,5;6458,0;762,5;1851,2561;2338,3;0,0;259;461;16;32;;103;51;;259;461;16;32;;;103;51;;259;461;16;32;;;;103;51;;259;461;16;32;;103;51;
CBC;10Cap50.txt;600;372,18;0;12054;1989,9;1989,9;200;6994;13888;200;6994;13888;1878,3341;5929,9;1878,3341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap10.txt;120;9,6;0;6661,0;3016,4;3016,1352978;200;7034;13968;200;3070;6040;0,0;34170,0;0,0;2973,3046;3083,6;1,42;86;407;17;6;;58;;28;86;407;17;6;;;58;;28;86;407;17;6;;;;58;;28;86;407;17;6;;58;;28
GUROBI;11Cap10.txt;120;14,66;0;11395,0;3016,4;3016,4;200;7034;13968;200;7034;13968;2194,3;7289,8;2194,3;2958,80316;3112,1;0,0;49;176;138;35;;101;34;16;49;176;138;35;;;101;34;16;49;176;138;35;;;;101;34;16;49;176;138;35;;101;34;16
CBC;11Cap10.txt;120;119,89;2,468457882228677;7111;3029,6;2954,8156;200;7034;13968;200;7034;13968;2954,8156;3788,7;2954,8156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap10.txt;300;9,73;0;6661,0;3016,4;3016,1352978;200;7034;13968;200;3070;6040;0,0;34170,0;0,0;2973,3046;3083,6;1,47;86;407;17;6;;58;;28;86;407;17;6;;;58;;28;86;407;17;6;;;;58;;28;86;407;17;6;;58;;28
GUROBI;11Cap10.txt;300;14,62;0;11395,0;3016,4;3016,4;200;7034;13968;200;7034;13968;2194,3;7289,8;2194,3;2958,80316;3112,1;0,0;49;176;138;35;;101;34;16;49;176;138;35;;;101;34;16;49;176;138;35;;;;101;34;16;49;176;138;35;;101;34;16
CBC;11Cap10.txt;300;166,0;0;9091;3016,4;3016,4;200;7034;13968;200;7034;13968;2954,8156;3788,7;2954,8156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap10.txt;600;9,55;0;6661,0;3016,4;3016,1352978;200;7034;13968;200;3070;6040;0,0;34170,0;0,0;2973,3046;3083,6;1,37;86;407;17;6;;58;;28;86;407;17;6;;;58;;28;86;407;17;6;;;;58;;28;86;407;17;6;;58;;28
GUROBI;11Cap10.txt;600;14,69;0;11395,0;3016,4;3016,4;200;7034;13968;200;7034;13968;2194,3;7289,8;2194,3;2958,80316;3112,1;0,0;49;176;138;35;;101;34;16;49;176;138;35;;;101;34;16;49;176;138;35;;;;101;34;16;49;176;138;35;;101;34;16
CBC;11Cap10.txt;600;165,58;0;9091;3016,4;3016,4;200;7034;13968;200;7034;13968;2954,8156;3788,7;2954,8156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap20.txt;120;13,92;0;10722,0;2261,5;2261,2743036;200;7034;13968;200;6038;11976;0,0;56510,2;0,0;2191,2215;2433,0;1,78;162;741;11;9;;60;;35;162;741;11;9;;;60;;35;162;741;11;9;;;;60;;35;162;741;11;9;;60;;35
GUROBI;11Cap20.txt;120;58,84;0;44200,0;2261,5;2261,5;200;7034;13968;200;7034;13968;1372,7;6379,3;1372,7;2160,20873;2492,8;0,0;104;262;119;34;;176;48;3;104;262;119;34;;;176;48;3;104;262;119;34;;;;176;48;3;104;262;119;34;;176;48;3
CBC;11Cap20.txt;120;119,89;4,045255249978022;5263;2276,2;2184,1219;200;7034;13968;200;7034;13968;2184,1219;6850,8;2184,1219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap20.txt;300;13,93;0;10722,0;2261,5;2261,2743036;200;7034;13968;200;6038;11976;0,0;56510,2;0,0;2191,2215;2433,0;1,75;162;741;11;9;;60;;35;162;741;11;9;;;60;;35;162;741;11;9;;;;60;;35;162;741;11;9;;60;;35
GUROBI;11Cap20.txt;300;58,52;0;44200,0;2261,5;2261,5;200;7034;13968;200;7034;13968;1372,7;6379,3;1372,7;2160,20873;2492,8;0,0;104;262;119;34;;176;48;3;104;262;119;34;;;176;48;3;104;262;119;34;;;;176;48;3;104;262;119;34;;176;48;3
CBC;11Cap20.txt;300;299,69;1,7792329320797644;11332;2276,2;2235,7011;200;7034;13968;200;7034;13968;2184,1219;6850,8;2184,1219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap20.txt;600;14,02;0;10722,0;2261,5;2261,2743036;200;7034;13968;200;6038;11976;0,0;56510,2;0,0;2191,2215;2433,0;1,81;162;741;11;9;;60;;35;162;741;11;9;;;60;;35;162;741;11;9;;;;60;;35;162;741;11;9;;60;;35
GUROBI;11Cap20.txt;600;58,72;0;44200,0;2261,5;2261,5;200;7034;13968;200;7034;13968;1372,7;6379,3;1372,7;2160,20873;2492,8;0,0;104;262;119;34;;176;48;3;104;262;119;34;;;176;48;3;104;262;119;34;;;;176;48;3;104;262;119;34;;176;48;3
CBC;11Cap20.txt;600;391,28;0;14062;2261,5;2261,5;200;7034;13968;200;7034;13968;2184,1219;6850,8;2184,1219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap30.txt;120;17,44;0;11382,0;2024,8;2024,6316667;200;7034;13968;200;7034;13968;0,0;76663,9;0,0;1937,7404;2126,0;2,92;209;637;17;17;;97;;31;209;637;17;17;;;97;;31;209;637;17;17;;;;97;;31;209;637;17;17;;97;;31
GUROBI;11Cap30.txt;120;15,74;0;9633,0;2024,8;2024,8;200;7034;13968;200;7034;13968;1061,7;5963,9;1061,7;1910,73064;2479,5;0,0;194;385;14;29;;99;28;4;194;385;14;29;;;99;28;4;194;385;14;29;;;;99;28;4;194;385;14;29;;99;28;4
CBC;11Cap30.txt;120;112,51;0;3094;2024,8;2024,8;200;7034;13968;200;7034;13968;1933,6421;6896,0;1933,6421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap30.txt;300;17,43;0;11382,0;2024,8;2024,6316667;200;7034;13968;200;7034;13968;0,0;76663,9;0,0;1937,7404;2126,0;2,91;209;637;17;17;;97;;31;209;637;17;17;;;97;;31;209;637;17;17;;;;97;;31;209;637;17;17;;97;;31
GUROBI;11Cap30.txt;300;15,85;0;9633,0;2024,8;2024,8;200;7034;13968;200;7034;13968;1061,7;5963,9;1061,7;1910,73064;2479,5;0,0;194;385;14;29;;99;28;4;194;385;14;29;;;99;28;4;194;385;14;29;;;;99;28;4;194;385;14;29;;99;28;4
CBC;11Cap30.txt;300;112,11;0;3094;2024,8;2024,8;200;7034;13968;200;7034;13968;1933,6421;6896,0;1933,6421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap30.txt;600;17,45;0;11382,0;2024,8;2024,6316667;200;7034;13968;200;7034;13968;0,0;76663,9;0,0;1937,7404;2126,0;2,91;209;637;17;17;;97;;31;209;637;17;17;;;97;;31;209;637;17;17;;;;97;;31;209;637;17;17;;97;;31
GUROBI;11Cap30.txt;600;15,78;0;9633,0;2024,8;2024,8;200;7034;13968;200;7034;13968;1061,7;5963,9;1061,7;1910,73064;2479,5;0,0;194;385;14;29;;99;28;4;194;385;14;29;;;99;28;4;194;385;14;29;;;;99;28;4;194;385;14;29;;99;28;4
CBC;11Cap30.txt;600;112,18;0;3094;2024,8;2024,8;200;7034;13968;200;7034;13968;1933,6421;6896,0;1933,6421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap40.txt;120;13,8;0;4773,0;1956,2;1956,2;200;7034;13968;200;7025;13950;0,0;96770,1;0,0;1857,2426;2184,1;3,14;268;613;20;15;;94;;21;268;613;20;15;;;94;;21;268;613;20;15;;;;94;;21;268;613;20;15;;94;;21
GUROBI;11Cap40.txt;120;19,93;0;9765,0;1956,2;1956,2;200;7034;13968;200;7034;13968;884,4;5763,2;884,4;1824,58508;2473,3;0,0;250;426;27;26;;114;44;1;250;426;27;26;;;114;44;1;250;426;27;26;;;;114;44;1;250;426;27;26;;114;44;1
CBC;11Cap40.txt;120;119,93;6,822393454143865;3785;1992,1;1856,1911;200;7034;13968;200;7034;13968;1856,1911;6395,6;1856,1911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap40.txt;300;13,87;0;4773,0;1956,2;1956,2;200;7034;13968;200;7025;13950;0,0;96770,1;0,0;1857,2426;2184,1;3,16;268;613;20;15;;94;;21;268;613;20;15;;;94;;21;268;613;20;15;;;;94;;21;268;613;20;15;;94;;21
GUROBI;11Cap40.txt;300;19,95;0;9765,0;1956,2;1956,2;200;7034;13968;200;7034;13968;884,4;5763,2;884,4;1824,58508;2473,3;0,0;250;426;27;26;;114;44;1;250;426;27;26;;;114;44;1;250;426;27;26;;;;114;44;1;250;426;27;26;;114;44;1
CBC;11Cap40.txt;300;274,63;0;8060;1956,2;1956,2;200;7034;13968;200;7034;13968;1856,1911;6395,6;1856,1911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap40.txt;600;13,8;0;4773,0;1956,2;1956,2;200;7034;13968;200;7025;13950;0,0;96770,1;0,0;1857,2426;2184,1;3,15;268;613;20;15;;94;;21;268;613;20;15;;;94;;21;268;613;20;15;;;;94;;21;268;613;20;15;;94;;21
GUROBI;11Cap40.txt;600;19,93;0;9765,0;1956,2;1956,2;200;7034;13968;200;7034;13968;884,4;5763,2;884,4;1824,58508;2473,3;0,0;250;426;27;26;;114;44;1;250;426;27;26;;;114;44;1;250;426;27;26;;;;114;44;1;250;426;27;26;;114;44;1
CBC;11Cap40.txt;600;274,69;0;8060;1956,2;1956,2;200;7034;13968;200;7034;13968;1856,1911;6395,6;1856,1911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap50.txt;120;11,13;0;5091,0;1938,5;1938,3402331;200;7034;13968;200;6256;12412;0,0;116412,1;0,0;1842,5891;2016,8;2,75;305;645;8;8;;59;;26;305;645;8;8;;;59;;26;305;645;8;8;;;;59;;26;305;645;8;8;;59;;26
GUROBI;11Cap50.txt;120;12,84;0;6097,0;1938,5;1938,5;200;7034;13968;200;7034;13968;769,2;5894,3;769,2;1818,82842;2082,2;1,0;287;411;13;28;;108;52;2;287;411;13;28;;;108;52;2;287;411;13;28;;;;108;52;2;287;411;13;28;;108;52;2
CBC;11Cap50.txt;120;84,2;0;1842;1938,5;1938,5;200;7034;13968;200;7034;13968;1842,8975;6400,7;1842,8975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap50.txt;300;11,15;0;5091,0;1938,5;1938,3402331;200;7034;13968;200;6256;12412;0,0;116412,1;0,0;1842,5891;2016,8;2,74;305;645;8;8;;59;;26;305;645;8;8;;;59;;26;305;645;8;8;;;;59;;26;305;645;8;8;;59;;26
GUROBI;11Cap50.txt;300;12,78;0;6097,0;1938,5;1938,5;200;7034;13968;200;7034;13968;769,2;5894,3;769,2;1818,82842;2082,2;1,0;287;411;13;28;;108;52;2;287;411;13;28;;;108;52;2;287;411;13;28;;;;108;52;2;287;411;13;28;;108;52;2
CBC;11Cap50.txt;300;84,41;0;1842;1938,5;1938,5;200;7034;13968;200;7034;13968;1842,8975;6400,7;1842,8975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;11Cap50.txt;600;11,09;0;5091,0;1938,5;1938,3402331;200;7034;13968;200;6256;12412;0,0;116412,1;0,0;1842,5891;2016,8;2,73;305;645;8;8;;59;;26;305;645;8;8;;;59;;26;305;645;8;8;;;;59;;26;305;645;8;8;;59;;26
GUROBI;11Cap50.txt;600;12,83;0;6097,0;1938,5;1938,5;200;7034;13968;200;7034;13968;769,2;5894,3;769,2;1818,82842;2082,2;1,0;287;411;13;28;;108;52;2;287;411;13;28;;;108;52;2;287;411;13;28;;;;108;52;2;287;411;13;28;;108;52;2
CBC;11Cap50.txt;600;84,42;0;1842;1938,5;1938,5;200;7034;13968;200;7034;13968;1842,8975;6400,7;1842,8975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
